Technology,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Solar,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind,Wind
DUID,BANN1,COHUNSF1,GANNSF1,GIRGSF,GLENSF1,GLRWNSF1,KARSF1,KIAMSF1,MOKOSF1,NUMURSF1,WEMENSF1,WINTSF1,WUNUSF1,YATSF1,ARWF1,BALDHWF1,BRYB1WF1,BRYB2WF2,BULGANA1,CHYTWF1,CROWLWF1,DUNDWF1,DUNDWF2,DUNDWF3,ELAINWF1,GPWFEST1,GPWFEST2,GPWFEST3,HD1WF1,KIATAWF1,MACARTH1,MERCER01,MOORAWF1,MRTLSWF1,MTGELWF1,MUWAWF1,MUWAWF2,OAKLAND1,RYANCWF1,SALTCRK1,STOCKYD1,YENDWF1
Quarter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,69.62515026562104,,89.832106491895,,,,76.20140223467808,,,100.93562565836837,80.59201528649673,,,,66.72180503593233,55.39496907093533,,,,,70.91342275003112,,44.589089729729736,41.513224680183335,,,,,,71.30506244432082,47.97798163912993,87.57096767299936,,,66.98740078200682,52.75777249041167,,71.27130665575007,,72.78727684639122,,77.57562825142291
2020-06-30,33.929413035677754,,34.359503014499246,,,,35.00937465643768,,,34.61429479786176,34.52712484891354,,,,30.207097139172102,31.647592526446175,,,35.22920190986618,36.136870299908814,31.225860372796166,36.38923479702271,33.8729666680626,26.463497647943203,36.72475356002167,,,,,32.27276521525331,27.4958872263144,28.937366504172914,,,30.788386447455608,32.74372733739435,,29.095987747929456,,29.62463256324621,,30.231992897694024
2020-09-30,39.42470479209941,,40.87185423348336,,,,39.90364093869315,32.161717766463845,,41.04472825129424,42.47657709383515,,,,40.56219540851282,44.79742658292366,,,37.88141949154723,44.96216456447726,41.09688943522665,40.30319813029993,35.685817437427815,43.97341158402884,40.69637301285944,,,,,43.355737868065226,46.82299679046502,39.283517042242984,,,42.859473470300024,43.407593716697974,,39.46419363156569,,40.77971330973859,,40.6909400345968
2020-12-31,26.52502148885407,22.783616524064172,27.660208794608955,,,19.9777571414987,26.370441136228962,22.42649413578774,,32.43864640497046,32.61533874059309,,,16.165161804087436,28.940593883469937,32.54310096823293,,,32.986888995067105,33.97712902126146,29.44169499772012,29.02791499683552,30.885572528642243,26.756917221535637,30.035540085683387,,,,,34.84507109239355,25.090347320830485,25.925079614104643,20.472710841100426,,33.09177836153572,36.86545725979709,,24.24637927195127,,29.183506790908428,,28.11527795875742
2021-03-31,14.18856236191165,25.098162139282024,15.289921087953715,,,19.735702207413716,14.959731226497263,14.50441644479421,,19.17316194921904,19.9509191418742,25.790287068957877,,16.6560398756444,20.95764339832764,23.667800903270503,29.93873516296843,,21.882840479928063,22.518914793043784,21.746909684309795,20.333506657165024,22.569417634577437,20.22932549142894,23.073542557820357,,,,,27.64077853916579,19.199773641532484,19.869404464056597,25.23006315611886,,22.92055068247864,26.232002616555313,,19.938678850900956,,23.508025912991503,,20.892528770926553
2021-06-30,39.623970912624415,55.74955811510176,41.09894525764472,,,42.0926300937158,41.18469763538082,36.34406876663613,,41.94283134988325,45.81111364858207,52.52266057861136,,43.068222570412324,46.48123837805111,57.63006555107322,48.95394913748964,,50.17341377157211,53.70374805764411,47.520879682243496,47.76151413155472,45.927936737437044,46.36769617207134,45.73758776173802,,,,,55.83580800148386,39.64711365555367,41.84761678525726,51.75885855133347,,50.69360425159301,54.15185765480365,,45.34698908906078,,50.10783395238636,,48.735127415409416
2021-09-30,12.676305393891369,14.952017464192936,7.711518751680093,,,24.84462209063408,20.22374002024835,13.403864239608701,,33.93565450207474,31.38768760746925,22.84618446671791,,22.383525138832162,30.92184832751256,35.711789530451426,33.97828250698313,,29.037671875624245,41.2110329358205,33.49244989662063,35.497767945693745,34.995886723010045,33.94001299582786,44.57553939734091,,,,,38.145649590171026,29.847348766019575,29.640376951250005,41.751429436771765,,41.49303363301027,52.44762001257538,,31.129648560549622,,40.85655398354271,23.223369432872317,34.12699865348253
2021-12-31,-1.4043763431719538,-2.363850535776387,2.973375658965991,,,11.717021768617508,4.402122934036641,3.5739192292533755,,20.630641817457736,20.522203962586243,13.38348744692379,,4.969240704043933,17.494529940289212,18.198088777947575,15.214483332823836,,25.17772211665015,27.87854148558207,18.440772410700472,14.369578207913754,16.257035618890264,13.785432241532988,27.58201055618819,,,,,25.225112999131458,12.717986142017574,11.445245999800287,19.88417557996477,,23.950483634759834,38.12853420289906,,15.008717100939238,,24.40052840784712,21.629526228240703,19.864288398396692
2022-03-31,34.12936409765695,22.00928688850242,36.89330913951854,,,45.32643536085173,37.57930369089605,35.50631980446275,,49.91486285279595,56.44143111372304,39.572560814193686,,36.83791649710277,43.477212002161835,51.0219097255793,40.776563297796095,,48.76449181560919,48.54889143599937,45.977001289725415,42.07864730420504,42.08695929248898,41.70433594783586,47.19086924855493,,,,,49.821808679130605,36.52947159258811,43.201217052686395,45.242061551083054,,51.370526150172914,59.52325693460142,49.03884725671741,39.97336833974106,,50.91351223293177,49.02616741978975,47.889875940930864
2022-06-30,159.17161565725013,170.61652182750885,156.92425781539822,,,154.6692315398746,154.2384929944323,183.13296624351634,,174.02664778654784,187.06904014427445,160.71678311526162,,153.2844027898584,191.82395859554578,203.65133492093466,187.1950883357102,,194.12456855248132,192.20044254558783,191.18928140982948,190.642473895347,189.2652640843001,191.75359017958442,203.874454658431,,,,,197.83443939968515,214.81311453811526,195.14323417439232,214.37570838565196,,197.20679114669986,209.80701797728756,241.66855770798963,184.6298158131441,,193.3497512887654,196.1224724660248,198.79493230875104
2022-09-30,126.36616820276592,133.0629183978332,120.21119641723868,,,129.48740842052388,127.333931662905,130.25762021718066,,163.34063484112707,145.45529131571482,132.69758966905385,,131.5553171744652,150.10185836994555,147.01564473675236,110.5482859328406,,141.57479299146866,160.14883684497465,143.55730469831056,128.7802901717861,132.5469152413877,135.53422265385257,145.06331160880774,,,,,155.58283300514563,114.60372771021315,131.9609335132739,129.85276366857207,,142.27926031756294,174.23251745481244,126.55543324212111,129.2697213578507,,132.96967575467434,139.27461865325822,143.19137226115612
2022-12-31,7.968562901502353,20.825252303466968,8.621197673969972,,,19.504458195496404,13.468805292757441,13.973097248336412,,48.01673311323718,10.186071527745932,27.20499568272203,,12.45239723237839,43.944909922925625,44.76671702608868,41.79989642296114,44.91124708237325,50.67855324982515,55.17876416487358,50.60207474366369,35.06752135995321,30.69441203889561,45.355579906582385,39.02247230935008,,,,,51.90452373182993,33.408351639309984,37.32692064933353,34.310563745870674,6.333282420197677,47.150752688385,62.156449320751456,43.401954205486334,22.329750308154022,,35.66747280106008,57.294734735321136,36.69666451665966
2023-03-31,16.67187129637347,15.777509073688712,6.966120112618755,,,25.55064714552286,16.975677640693497,20.24036723237532,,53.34313227313564,18.666540265110243,24.55302548419904,,19.608019442598607,40.880457391429616,46.188080075597824,39.32106846975486,45.61060305837495,51.96341761794524,53.733003078948336,50.87533908600388,39.366514267650125,31.79636972785764,41.56269397656687,49.051720318356246,,,,,51.38824473241344,26.72461168565867,38.92001930839323,29.525750492278142,45.96620055037984,42.46210370319759,70.47765828052457,45.304839495003634,30.374381839047036,,55.39211879104936,49.237774504861235,43.55538535444046
2023-06-30,51.823226164630015,49.57309265519052,54.747966369240025,,,61.59745430108375,50.97659114322628,53.63089621460854,,71.78268147559785,53.30695351769568,60.24326972551983,,51.62856453264147,48.688191394616624,61.706597479354336,49.76637367347842,52.95889370824707,49.990493765035595,67.70925731247097,48.00141169462318,50.3073785172102,46.64211080830802,51.2339902129376,54.98424631019055,,,,,63.37135144788856,42.7430880516698,48.18021022947887,49.27715881284373,50.71929678100757,53.82760783347678,71.10173646584305,58.89425606225333,47.170798604057445,,58.24362508790474,46.897564492329494,50.64873509159155
2023-09-30,8.148388822576182,9.331676918123959,-0.5296888384137104,,,17.440177425457453,23.3831527032899,4.356631705519807,,32.2156166906561,12.90263807926176,20.93182649096404,,12.094282785285534,21.83975340312718,27.96099336600812,19.32750226174985,30.60261361618389,26.841458409772514,35.618413114291656,24.667885266025582,21.812995200606753,20.743416676415173,26.44473884580509,27.675685425578294,,,,,30.945956360843155,11.829860102060147,21.613779272199444,20.518111412537706,24.028322424829007,22.392228928210624,38.40323668486057,31.88670578172108,18.288815515020886,,30.60454618793346,25.153119864270383,26.342125292541493
2023-12-31,-16.56119279762177,-7.581111880978779,-16.64455126180445,,-9.95414172047979,3.327486120091897,9.45330548253951,-13.114340758518102,,24.08170889171361,-9.83917844504898,8.68173531984572,,-0.255297966310037,18.898975122166902,13.921254489017691,13.898769210993322,33.36274210725363,27.24950722943475,38.294990329027705,23.90078905716375,25.727709057134916,20.509954770987846,19.237489333675892,30.684889963400106,,,,,42.90684901264232,5.2072491065028865,24.898533302897974,16.72659618877807,20.61287548231126,17.749863604697325,46.353215173257034,43.685476046808205,14.331084919897924,,32.23710720564367,21.343654970198333,29.25778321659087
2024-03-31,19.753676675321703,3.493503483654148,14.216244157447285,,54.31246287099855,26.43874841413848,19.86163384406527,9.16523689981584,,44.85840345628393,42.83680543298913,42.15389018445159,,17.910531611292562,37.357514288929146,64.24283297212158,38.574375529634686,83.57988069284927,50.49869641343245,75.14705207311958,35.58767872576776,41.80066277929296,38.52037374228194,37.60999610241773,48.16104738770277,,,,,55.23334758567426,86.78234571997866,55.21439957037023,39.39725992947813,85.9414309963523,87.05641416996302,57.5634258449204,49.92209843573838,81.67930082364867,,93.06808746309241,32.015460277969154,80.24657071592365
2024-06-30,85.14851939094471,,72.39862574270873,,77.70099359762963,75.94884547321472,117.79931430114715,78.38949824490543,,79.29968916652246,88.18799620406413,75.32115404228902,,79.91373138347377,84.49343753402253,96.54443540177473,85.49737111778269,98.46315102341053,89.19952246727242,114.04032509011383,95.27111819594302,89.38048214436517,87.20818099893135,85.49774115823112,86.65865743195612,,,,126.23168357423856,109.02930780627905,59.06237142956998,93.37245923758005,76.99883627757684,87.589209958575,85.87008830883617,110.96537989265711,100.54198003767004,78.52049077043996,,93.01812546118124,85.91547105159282,82.01295823154935
2024-09-30,35.87502169702712,,40.761683327751015,-3.698473514135576,47.581814993142956,46.2300142038984,46.304941094453596,45.040898083636286,,46.23580995555218,38.235025162258914,23.589116658557074,,45.61058771697938,37.80968680555385,50.04536076015833,41.84244640465105,56.67180383834035,49.159776178161515,60.62434338328158,44.221022015865046,53.3085021293572,44.74114230011912,45.19649578914913,56.49532073425716,-54.1951856969697,-2.1755649683169143,,33.311482727787705,67.3254383459219,28.764542417141985,69.21222257900764,44.56297674653002,51.42067571629991,48.4531592051184,77.86659988638425,70.10302795818718,44.03983540335599,3.140496303751581,61.87759421663384,41.25833203661317,54.38818003892017
2024-12-31,-13.227872832800157,,-13.386435332754013,32.07949470331458,-0.9585711486141445,23.0605244092484,-6.630402040777244,-3.71148441254491,-39.625498635129894,7.43078630803269,-6.524271696220785,-11.556623333841998,10.065966987023359,2.1248321713871174,30.575863589386845,34.196124234760156,30.277033938502402,61.21108133782313,44.144743263100516,61.34482620863861,33.548877944080054,41.210733286369496,38.59016099635234,33.39392598448093,31.477191162970808,7.849265690588801,40.065740419027854,,48.033522713288505,63.89755574662995,20.807034743215613,53.90792141931666,30.76056851314077,43.434765456858344,40.83622766314763,72.50543753837187,58.597059314184584,28.22873503661514,39.79477960103787,58.70554761807207,28.926788814465205,44.638861610051826
